category,doc_title
sport,england given tough sevens draw england will have to negotiate their way through a tough draw if they are to win the rugby world cup sevens in hong kong next month.  the second seeds have been drawn against samoa  france  italy  georgia and chinese taipei. the top two sides in each pool qualify but england could face 2001 winners new zealand in the quarter-finals if they stumble against samoa. scotland and ireland are in pool a together with the all blacks. england won the first event of the international rugby board world sevens series in dubai but have slipped to fourth in the table after failing to build on that victory.  however  they beat samoa in the recent los angeles sevens before losing to argentina in the semi-finals.  england have the ability and determination to win this world cup and create sporting history by being the only nation to hold both the 15s and sevens world cups at the same time   said england sevens coach mike friday.  england have a fantastic record in hong kong and have won there the last three years  but the world cup is on a different level.  every pool contains teams who have caused upsets before and we will have to work hard to ensure we progress from our group.  we have not performed consistently to our true potential so far in the irb sevens which has been disappointing - but we can only look forward.  england won the first rugby world cup sevens in 1993 with a side that included the likes of lawrence dallaglio and matt dawson. in 1997 and 2001  england lost in the quarter-finals.  (seeds in brackets)  new zealand (1)  scotland (8)  tonga  ireland  korea  usa.  england (2)  samoa (7)  france  italy  georgia  chinese taipei.  fiji (3)  australia (6)  canada  portugal  japan  hong kong.  argentina (4)  south africa (5)  kenya  tunisia  russia  uruguay.
politics,fox attacks blair s tory  lies  tony blair lied when he took the uk to war so has no qualms about lying in the election campaign  say the tories.  tory co-chairman liam fox was speaking after mr blair told labour members the tories offered a  hard right agenda . dr fox told bbc radio:  if you are willing to lie about the reasons for going to war  i guess you are going to lie about anything at all.  he would not discuss reports the party repaid Â£500 000 to lord ashcroft after he predicted an election defeat.  the prime minister ratcheted up labour s pre-election campaigning at the weekend with a helicopter tour of the country and his speech at the party s spring conference. he insisted he did not know the poll date  but it is widely expected to be 5 may.  in what was seen as a highly personal speech in gateshead on sunday  mr blair said:  i have the same passion and hunger as when i first walked through the door of 10 downing street.  he described his relationship with the public as starting euphoric  then struggling to live up to the expectations  and reaching the point of raised voices and  throwing crockery . he warned his supporters against complacency  saying:  it s a fight for the future of our country  it s a fight that for britain and the people of britain we have to win.   mr blair said that whether the public chose michael howard or mr kennedy  it would result in  a tory government not a labour government and a country that goes back and does not move forward . dr fox accused mr blair and other cabinet ministers of telling lies about their opponents  policies and then attacking the lies.  what we learned at the weekend is what labour tactics are going to be and it s going to be fear and smear   he told bbc news. the tory co-chairman attacked labour s six new pledges as  vacuous  and said mr blair was very worried voters would take revenge for his failure to deliver. dr fox refused to discuss weekend newspaper reports that the party had repaid Â£500 000 to former tory treasurer lord ashcroft after he said the party could not win the election.  we repay loans when they are due but do not comment to individual financial matters   he said  insisting he enjoyed a  warm and constructive  relationship to lord ashcroft.  meanwhile lib dem leader charles kennedy is expected to attack mr blair s words as he begins a nationwide tour on monday. mr kennedy is accelerating lib dem election preparations this week as he visits manchester  liverpool  leicester  somerset  basingstoke  shrewsbury  dorset and torbay. he said:  this is three-party politics. in the northern cities  the contest is between labour and the liberal democrats.  in southern and rural seats - especially in the south west - the principal contenders are the liberal democrats and the conservatives  who are out of the running in scotland and wales.  the lib dems accuse mr blair of making a  touchy-feely  speech to labour delegates which will not help him regain public trust.
politics,tsunami  won t divert africa aid  uk aid to help the victims of the asian tsunami disaster will not take much needed relief from africa  prime minister tony blair has promised.  mr blair told the bbc s breakfast with frost show the money spent on the tsunami would not  invade  the money britain wanted to spend on africa. questioned about the disaster  he said his faith in god had not been shaken. he added he would give new figures on the number of tsunami-related british deaths to the commons on monday. foreign secretary jack straw said on friday that about 440 britons were either dead or missing in the disaster.  mr blair told sunday s programme:  since jack straw gave those figures a couple of days ago they haven t moved a great deal  which should give us some hope that we are beginning to reach the peak of the numbers. but we just can t be sure.  it is just an immensely difficult job to get absolutely accurate figures  all countries are struggling with this.   he said the Â£50 million originally allocated from the department for international development was now  well on the way  to being spent. but the exact allocation could not be clarified until the world bank had completed its assessment of the needs of the countries affected. within the next few weeks a clearer picture would emerge of the long-term costs of reconstruction  he added. but he pledged that africa - which sees a  preventable  tsunami-size death toll every month from conflict  disease and poverty - would not be neglected. as britain takes up its presidency of the g8 group of leading nations  mr blair said ministers had a big agenda for africa.  for the first time we have a plan that won t just deal with aid and debt but will also deal on issues of governance within african countries and conflict resolution   he said.  a lot of the problems in africa come from conflict  that again are preventable  but only with the right systems in place.
politics,falconer rebuts  charade  claims concessions on a bill which critics claim would allow euthanasia  through the back door  were not a political ploy  the lord chancellor has said.  ministers have been accused of panic in offering last minute changes to the mental capacity bill amid chaotic scenes in the commons on tuesday. lord falconer said it was fair to criticise the late timing of the offer. he said the changes provided a solution to a very difficult issue but some mps argue the situation is still unclear.  the bill allows people to give somebody the power of attorney to make decisions on their behalf if they become too ill to decide for themselves. ministers insist the plans would not change laws on euthanasia and would improve safeguards. critics fear it could allow  killing by omission  through withdrawing treatment  including food and fluids.  tony blair said he would do everything he could to meet concerns about the bill. but changes to the bill must not overturn the law set when a court ruled that doctors could withdraw artificial feeding and hydration from hillsborough coma victim tony bland.  it is important we don t end up in the situation where doctors and consultants are confused about the law and may lay themselves open to prosecution in circumstances where no sensible person would want that to happen   he said.  on tuesday  the government saw off a backbench attempt to force changes to the bill by 297 votes to 203  despite rebellion by 34 labour mps. the revolt was also reduced by news that lord falconer had promised the catholic archbishop of cardiff to strengthen safeguards in the bill. but that only came after mps bombarded constitutional affairs minister david lammy with a barrage of requests for him to read the letter as they complained they had been left in the dark. eventually  he was hurriedly handed the letter to read out five minutes before the crunch votes  prompting claims of a shambles. the deputy speaker later said the debate had not been handled as it should have been.  lord falconer says there will be amendments when the bill goes to the house of lords. he told bbc news:  we have given a commitment to put into the bill a clause that says that nothing in the bill authorises any act where the motive of the person authorising the decision is to end life.  the motive has got to be to end suffering.  he denied the concessions were a  political manoeuvre  forced by panic about the rebellion. it was inevitable that minds became more focused as the bill went through parliament but the result was a  sensible solution   he said.  i don t think it is something to be embarrassed about. these issues are not easy to deal with   he went on. bbc political editor andrew marr said mr lammy was  waste deep in quicksand and sinking fast  after his performance. but lord falconer praised his minister for an  excellent job . former conservative leader iain duncan smith  one of the chief critics of the plans  condemned the debate as a  charade  and complained the promises of changes to the bill were vague.
politics,brown  proud of economy record  gordon brown has delivered a rousing speech to labour s spring conference setting out the government s agenda for the next general election.  the chancellor said he was proud of his party s record on the economy  and would strive for continuing stability if elected. the gateshead conference was told he would help young people who were struggling to buy their own homes. and the chancellor vowed to continue the fight against child poverty. later  prime minister tony blair will answer questions sent by the public via text and e-mail.  analysing mr brown s position before the speech  bbc correspondent james hardy said mr brown would draw  sharp dividing lines  with the conservatives for the forthcoming election campaign. he would contrast labour s plan to invest Â£60bn in services with a tory plan to cut spending by Â£35bn.  mr brown will lay out his credentials as a reforming chancellor determined to take on and beat the asian tiger economies which increasingly dominate world trade   our correspondent said.  on friday night  mr brown confirmed he would not make any tax commitments until the labour manifesto had been published after the budget  expected in march. but commentators will listen to his speech closely for hints on whether  as the conservatives claim  he plans to raise tax after the election. the tories accuse labour of raising taxes 66 times since coming to power in 1997.  following the chancellor s keynote speech  the prime minister will face interactive questioning from ordinary voters on saturday. mr blair is thought to be deliberately putting himself on the line in a bid to engage the electorate ahead of an expected may election. capital radio dj margherita taylor will select questions to put to him from thousands e-mailed and sent by text. the prime minister s enthusiasm for the job remains undimmed  alan milburn  labour s election strategist told radio 4 s today programme on saturday. mr blair has  the same passion and the same commitments for the job  as when labour came to power in 1997  he said.  and he confirmed mr blair s insistence that no poll date had yet been set. he said:  i m the general election co-ordinator and i don t know  and tony has not made up his mind.  on friday  the prime minister completed a whistle-stop tour of england  during which he unveiled his party s six pre-election pledges. starting in london  he visited marginal constituencies pledging to build on what he said were labour s achievements on the economy  crime  education and public services. the conservatives and lib dems said the pledges - set to underpin labour s election campaign - were  worthless .
politics,mps assess scots fishing industry a group of mps are on a two-day fact-finding mission to scotland to gather evidence for a report into the uk s fishing industry.  members of westminster s environment  food and rural affairs committee will be touring fish markets and talking to fish processors. they will also talk to fisheries minister ross finnie and scientists. mps are deciding whether to recommend a new system of  community quotas  to conserve fish stocks. the aim is that fishing ports like peterhead or fraserburgh would be allocated a quota and local people would decide how to fish it. the scheme is a variation on the local management committees already being established by the european union.  details are contained in a royal commission report for the uk government  along with the more controversial idea of closing some mixed fishing grounds completely. six members of the committee will be in scotland to seek views from fishermen and processors in aberdeen and peterhead. they will also speak to mr finnie  representatives of the royal society and the sea fish industry authority. committee chairman austin mitchell said some way has to be found of harvesting mixed fisheries without wasting stocks.
sport,prop jones ready for hard graft adam jones says the wales forwards are determined to set the perfect attacking platform for the backs by dominating the powerful france pack in paris.  the prop said:  if we get stuffed in the front five our backs have had it.  the mentality of the french is  scrum  scrum  scrum . we will see how good france are and the scrum is the key.  i just hope [the backs] carry on where they left off against italy. it s just up to us in the forwards to win the ball and give them the opportunity.  wales have won two of their last three visits to stade de france  having secured back-to-back wins under graham henry in 1999 and 2001. and with the likes of shane williams and gavin henson finding top form at the right time  mike ruddock s team is now one of international rugby s most potent attacking threats.  gavin is ridiculously talented. he has been bouncing around the place this week  so he is up for it   warned jones.  france have been criticised for their uncharacteristic one-dimensional play in their victories over scotland and france. captain fabien pelous has acknowledged his side needs to show more attacking flair  but stressed the game with be won or lost up front. the lock believes the welsh forwards are not big enough to trouble his side in the scrum or line-out  but jones insisted his fellow front-row colleagues have nothing to fear.   gethin [jenkins] won t be intimidated tomorrow  none of us will   said jones  who will be facing france for the first time.  we will go out there and front up and hopefully get the ball out to the backs.  me and gethin are quite young so it is good to have someone of mefin s experience in there.  mefin is a good thinker who puts things across. but what is the saying  if you are good enough you are old enough and gethin certainly is.  he is a really good player and i imagine he will be on the lions tour [to new zealand this summer].
sport,mcleish ready for criticism rangers manager alex mcleish accepts he is going to be criticised after their disastrous uefa cup exit at the hands of auxerre at ibrox on wednesday.  mcleish told bbc radio five live:  we were in pole position to get through to the next stage but we blew it  we absolutely blew it.  there s no use burying your head in the sand  we know we are going to get a lot of criticism.  we have to take it as we have done in the past and we must now bounce back.  mcleish admitted his team s defending was amateurish after watching them lose 2-0 to guy roux s french side.   i m very disappointed because we didn t give ourselves a chance  losing the first goal from our own corner. it was amateur   he added.  the early goal in the second half gave us a mountain to climb and we never created the same kind of chances as we did in the first half.  it s difficult to take positives from the game. we ve let the fans down.
politics,mcconnell details scots wave toll at least three people from scotland died in the tsunami disaster and a further three are on the missing list  the first minister has told msps.  the figures came out during a statement by jack mcconnell to the scottish parliament on wednesday. he formally expressed scotland s sympathy for the victims of the indian ocean tidal wave which killed 150 000. mr mcconnell went on to promise that scotland would play its part in the reconstruction effort. he said the provisional figures on the dead and lost had been provided by the police.  mr mcconnell said the tragedy should persuade everyone to step up the fight against global poverty and change the world for the better. he said he was proud of the generous response of people in scotland to the disaster appeal  which is expected soon to top Â£20m. the first minister also praised scottish water for immediately flying bottled water and five large generators to the disaster zone. the scottish executive has seconded 11 staff to the aid agencies.  but he said scotland was  in it for the long term  with help planned for fishing communities  for children s services  and for the aid charities. he said 2005 must be the year that scotland showed clearly it cared for what happened to people elsewhere in the world  whether in asia or in africa. mr mcconnell went on to signal that the executive would play its part in the make poverty history campaign being mounted by a variety of aid charities  trade unions and churches in the run-up to the g8 summit in gleneagles in july. edinburgh architect  dominic stephenson  became the first scot to be confirmed as a victim of the asian tsunami. the 27-year-old was holidaying on the thai island of koh phi phi with eileen lee  24. she is still missing.
politics,uk rebate  unjustified  - chirac french president jacques chirac has called the uk s Â£3bn rebate from the european union  unjustified .  speaking after a summit meeting he said unless it was put up for discussion the eu would never be able to reach agreement on its medium term finances. earlier foreign secretary jack straw said the uk was prepared to veto any bid to reduce the rebate secured by margaret thatcher in 1984. he said it remained justified because less eu farm money came to the uk.  mr chirac told reporters in brussels:  one can only have a reasonable budgetary balance if we put back on the table the british cheque. it can no longer be justified. it was from the past.  but a uk government official responded:  even with the rebate  the uk pays two and a half times more than france contributes to the eu budget. without it we would pay 14 times as much as france.  there can be no deal on future financing which does not protect the rebate.   the 25-member eu is gearing up for tough negotiations on its budget plans for the period 2007-2013  with the bloc s luxembourg presidency hoping to strike a deal at a june summit. earlier conservative graham brady said the rebate was a  crucial test  of how firmly ministers were prepared to stand up for britain. eu commission president jose manuel barroso has indicated he wants the rebate to come to an end. mr straw said that as well as the veto over the rebate the uk wanted to keep a tight rein on national contributions.  the uk  france  germany  austria  the netherlands and sweden want the eu budget to be capped at 1% of member states  combined national incomes - the european commission has urged an increase to 1.26%. mr straw has said the eu commission s proposal would mean a 35% hike in the budget. shadow europe minister mr brady said:  i believe it is essential that britain keeps the rebate and i think it s a crucial test of how firmly the british government is prepared to stand up for britain internationally in europe.   the uk is already one of the biggest net contributors to the eu .  the foreign secretary meanwhile said the  justice  of the rebate remained.  we have one of the lowest net receipts of any eu country because of the relatively small size of our agriculture sector and its efficiency.  that continues to be the case.   uk independence party leader roger knapman said the rebate was  set in stone  and there was no reason to negotiate about it.  it is extraordinary to do it at this time  just as we are becoming the biggest contributor to the eu. if we lose our rebate as well  the british taxpayer is going to be bled at such a rate that i think everyone will go off the european project.  eu leaders are holding talks in brussels on how to re-energise the sluggish european economy. uk prime minister tony blair is meeting his eu counterparts to finalise a package of measures aimed at stimulating growth and boosting employment ahead of a series of referendums on the european constitution. the plans could introduce a free market into everything from computer services to construction. critics - including germany and france - believe liberalisation could result in companies shifting staff to cheaper bases in eastern europe  undercutting large eu economies and undermining social protections. there are also concerns about the number of workers from eastern european countries who will head west  exacerbating the already high unemployment levels in germany.  mr straw insisted there was nothing to fear from the services directorate.  european countries overall have benefited hugely from the free market in goods   he said.  what we are now talking about is developing that market into an internal market in services.  britain s low unemployment meant there was less  neurosis  about people coming from eastern european countries.  in countries like germany and france  where frankly because of a tighter social market they have much higher levels of unemployment  there is increasing anxiety about other people coming in   he said.
health,"the centers for disease control and prevention (cdc) released new guidelines on wednesday, recommending all babies born to women with confirmed or suspected coronavirus infections be tested for the disease.  although such cases are rare, infants are at greater risk of contracting serious cases of the virus in comparison with older children.  this is because their immune systems are not yet fully developed and they have smaller airways, which makes them more likely to suffer from breathing problems.  however, very few studies have been performed on babies' risks and doctors are often making medical decisions baed on anecdotal reports.  he cdc is advising that newborns be separated from mothers who have confirmed or suspected cases of coronavirus. pictured: diana garcia garcia hold her baby, danaey, for the first time at mount sinai south nassau hospital in oceanside, new york, as her husband, manuel carchipulla, who tested positive for coronavirus, watches, april 28  babies should be tested within the first 24 hours and can be reunited with their mothers if the women test negative (file image)  according to the cdc, newborns can become infected either through respiratory droplets from their mother during childbirth or exposure to sick staff or visitors after delivery.  there is currently no evidence that covid-19, the disease caused by the virus, can reach a baby via the umbilical cord.  the cdc recommends that infants be tested within the first 24 hours, and be isolated from other babies that already tested negative.  health officials also recommend that the babies be isolated from their mothers until the women test negative.  if newborns do contract the virus, many experience the same symptoms as adults such as coughing, fever, diarrhea and shortness of breath.  but there have been some case reports of babies needing to placed on ventilators.  in a chinese study of 2,143 children with confirmed or suspected cases of covid-19 from late december to early february, more than 10 percent of infants had severe or critical illness.  comparatively, rates were seven percent for children from ages one to five, about four percent for kids between ages six and 10, and seven percent for children 11 years old or older.  the cdc adds that newborns don't need a negative coronavirus test to be discharged from the hospital.  however, there is some fear that mothers who do have coronavirus may have premature babies that will need to be placed in nicus.  early in the pandemic, two small studies found that half of all pregnant women infected with coronavirus deliver their babies early and they may even pass the disease to their newborns.  in one study, researchers from china examined 33 newborns whose mothers had covid-19, the disease caused by the virus, while pregnant.  nearly 10 percent of the babies - three of them - were found to have the virus - including one that needed to be put on mechanical ventilation.  in the second study, looking at 32 pregnant women from china and hong kong, researchers found that 47 percent delivered their babies prematurely."
health,"women who suffer multiple miscarriages are at greater risk of developing diabetes, according to a study.  those who had experienced one pregnancy loss were found to be 18 per cent more likely to develop type 2 diabetes, compared with women who had never lost a baby.  two miscarriages was linked to a 38 per cent higher risk, and three miscarriages increased the chances by 71 per cent.  the scientists were then able to calculate the odds of developing type 2 diabetes with different numbers of miscarriages. their findings were published in the journal diabetologia [file photo]  the researchers proposed that women with three or more lost pregnancies could have their blood sugar profile more frequently monitored so that lifestyle advice can be offered to lower their risk and interventions can be applied early if diabetes develops.  the leader of the study, dr pia egerup, of copenhagen university hospital in denmark, said: â€˜we cannot rule out that the psychological distress related to pregnancy loss can initiate lifestyle changes that increase body mass index and thereby the risk of type 2 diabetes.  â€˜our analysis in which we adjusted for obesity still showed a significant association between pregnancy loss and type 2 diabetes, with more losses leading to a higher risk.  those who had experienced one pregnancy loss were found to be 18 per cent more likely to develop type 2 diabetes, compared with women who had never lost a baby [file photo]  â€˜this indicated that the higher risk for type 2 diabetes in women with pregnancy losses cannot be explained by obesity alone.â€™  the researchers looked at more than 24,700 danish women born between 1957 and 1997 who were diagnosed with type 2 diabetes between 1977 and 2017. they also analysed 247,740 women without diabetes as controls.  each woman with diabetes was matched by birth year and educational level with ten control women without diabetes.  the scientists were then able to calculate the odds of developing type 2 diabetes with different numbers of miscarriages. their findings were published in the journal diabetologia.  dr egerup said: â€˜perhaps the same genetic background could predispose to an increased risk for both.  â€˜also, pregnancy loss could initiate an immunological cascade that also could lead to later type 2 diabetes.  â€˜additionally, it is possible prediabetic metabolic conditions â€“ present before the diagnosis of diabetes â€“ could influence the association.â€™"
health,"a team of canadian scientists is testing whether or not marijuana compounds can block coronavirus infection.  researchers at the university of lethbridge in alberta looked at 400 cannabis strains and focused on about a dozen that showed promise in preventing the virus from 'hijacking' our cells.  they say extracts of cannabidiol (cbd), the main non-psychoactive component of pot - helped lower the number of cell receptors available for coronavirus to attach to by more than 70 percent.  however, the team says people should not rush out and by cannabis products and that clinical trials are needed to confirm the results.  researchers from the university of lethbridge in alberta, canada looked at 400 cannabis strains and focused on about a dozen (file image)  they studied how extracts high in cbd, the main nonpsychoactive ingredient in, interacted with receptors coronavirus uses to attack cells. pictured: a nurse suctions the lungs of a covid-19 patient at st. joseph's hospital in yonkers, ny, april 20  for the study, published in the pre-peer reviewed journal preprints, the scientists partnered with pathway rx, a cannabis therapy research company, and swysh inc, a cannabinoid-based research company.  the team created artificial 3d human models of oral, airway and intestinal tissues with a sample of high cbd extracts from cannabis sativa plants.  the extracts were low in thc, the main psychoactive ingredient in marijuana.  next, researchers tested the effect the extracts had on angiotensin-converting enzyme 2 (ace2), the receptors required for the virus to enter human cells.  results showed that the extracts helped reduce the number of receptors that are the 'gateway' for the coronavirus to 'hijack' host cells.  the team, led by dr igor kovalchuk (pictured) found the extracts lowered the number of receptors the virus uses to infects cells and multiply by more than 70%  'a number of them have reduced the number of [virus] receptors by 73 percent, the chance of it getting in is much lower,' lead researchers dr igor kovalchuk, ceo of pathway rx, told the calgary herald.  'if they can reduce the number of receptors, there's much less chance of getting infected.'  they also looked at other receptors such as tmprss2, which allows the virus to invade cells more easily and multiply quickly.  'imagine a cell being a large building,' kovalchuk told ctv news.  'cannabinoids decrease the number of doors in the building by, say, 70 percent, so it means the level of entry will be restricted. so, therefore, you have more chance to fight it.'  however, the team says this does not mean that people should go out and buy marijuana products as prophylactics.  cannabis and cbd products that are currently on the market are not designed to treat or prevent infection from covid-19. therefore, clinical trials are needed.  'given the current dire and rapidly developing epidemiological situation, every possible therapeutic opportunity and avenue needs to be considered,' kovalchuk said in an april press release.  'our research team is actively pursuing partnerships to conduct clinical trials.'  if trials proves to be successful, he says the cbd strains may be used as mouth wash, gargle, inhalants or gel caps,  'it would be cheaper for people and have a lot less side-effects,' kovalchuk told the herald."
health,"new york city vaccination rates among children have dramatically fallen during the coronavirus pandemic.  mayor bill de blasio told reporters during a press conference on wednesday that the number of administered vaccines is down 63 percent compared to this time last year.  immunizations overall have fallen by about two-thirds from this time in 2019. among children two years old and younger, they have decreased by 42 percent and in children older than age two, vaccinations are down 91 percent.  youngsters haven't been getting their typical shots against diseases such as measles and chickenpox because parents have feared their children might get coronavirus during a doctor's visit.  in addition, fewer physicians' offices are open to even administer the inoculations.  scroll down for video  vaccinations among children younger than age two have decreased by 42% and have fallen by 91% among children older than two years older, mayor de blasio revealed  the number of doses has decreased by 63% from almost 400,000 at this time last year to 150,000 over a six-week period this year (file image)  over a six-week period during this time last year, doctors administered almost 400,000 vaccine doses.  by comparison, over the six-week period this year, fewer than 150,000 doses have been administered.  dr hanan tanuos, director of primary care and an associate professor of pediatrics at rutgers new jersey medical school told dailymail.com the reason for this drop is likely two-fold.  'i think part of it of course is the parents are afraid to bring their children out and i think the other part is that the availability of doctors is limited,' she said.  the mayor stressed a child contacting an illness that could have prevented in addition to coronavirus could create a very dangerous situation.  'the vaccines that, for example, prevent respiratory illnesses like pneumonia are important any time,' de blasio said.  'a child who gets one of these diseases is likely to need to be hospitalized and they're likely to be more susceptible to contracting covid.'  de blasio said this also increases the risk of children falling ill with 'multisystem inflammatory syndrome in children.'  this is the rare inflammatory condition that has been associated with covid-19 and has affected at least 145 children in the city.  he added that vaccines are not just important for children with normal immune system but also for those who are immunocompromised and therefore, more vulnerable to catching childhood diseases and coronavirus.  therefore, increasing immunization rates will not only protect kids but communities as a whole.  officials from the city's health department stressed that there is no link between jabs and coronavirus.  'we're learning more and more about how covid-19 manifests in children,' dr oxiris barbot, commissioner of the new york city department of health and mental hygiene, said during the press conference.  'that being said, there is no indication that there is any correlation with vaccination status in children.'  to help drive vaccinations up, the city will offer free vaccinations - not for covid-19 - at more than 1,000 new york city facilities and at all health and human community health clinics.  'the bottom line to all parents, all family members out there: get your child vaccinated,' de blasio said.  it comes on the heels of a recent centers for disease control and prevention report that found similar alarming declines.  vaccination rates for children aged five months and younger in michigan in may fell to 49.7 percent.  by comparison, about two-thirds of children in that age bracket were given jabs in may 2016.  public health officials have warned for years that vaccines not only protect individuals but the community as a whole in what is known as 'herd immunity'.  this occurs when the vast majority of a community - between 80 and 95 percent - becomes immune so that, if a disease is introduced, it is unable to spread.  therefore, those who are unable to be vaccinated, including the ill, very young and very old, are protected.  now, health authorities are worried that falling rates might destroy the herd immunity that had bee built up against certain diseases.  'if this goes on for long enough and enough children don't get vaccinated, then we might see small outbreaks of some of these diseases, some more easily than others,' dr joseph schwab, an associate professor of pediatrics at rutgers new jersey medical school, told dailymail.com.  he said one disease he is concerned about is pertussis, more commonly known as whooping cough.  'pertussis is one i'm concerned about because that's something that passes on from older people to the kids,' he said.  '[parents] shouldn't let fear, because of the pandemic, prevent them from getting the care.'"
health,"a new study suggests that the novel coronavirus didn't arrive in the us and sicken people before 2020.  researchers from stanford university looked at 1,700 throat swabs and did not find any of them to contain traces of the strain sars-cov-2.  the team says this doesn't mean the virus wasn't circulating in the us in 2019. but it does mean that potential patients weren't seeking care at stanford.  researchers looked at 1,700 nasopharyngeal swab samples collected between october 31, 2019 and december 31, 2019 at stanford health care. pictured: a worker performs drive-up covid-19 testing administered from a car in los angeles, california, may 13  none of the samples contained traces of the novel coronavirus. pictured: a healthcare worker takes a nasal swab sample from a new york city resident to test for covid-19, may 13  for the study, published in the pre-print server medrxiv.org, the team looked at 1,700 nasopharyngeal swab samples collected between october 31, 2019 and december 31, 2019 at stanford health care.  all of them were negative for routine respiratory virus testing and none had been tested for covid-19.  however, no traces of the virus were detected.  'no sars-cov-2 positive pools were 19 identified, consistent with limited transmission in this population at this time,' the authors wrote.  several reports have emerged implying that the virus arrived in the us as early as last year.  the first documented case of covid-19 is a man in his 50s in snohomish county, washington on january 20, 2020.  but two other residents of snohomish county tested positive for antibodies after falling ill with similar symptoms in december, reported the seattle times.  this is not the first time that health officials have had to grapple with the fact the virus may have been circulating earlier in the us.  until recently, it was believed that a resident of the lifecare center of kirkland, who died on february 26, was the first covid-19 death in america.  however, in april, it was revealed through autopsies that the first death actually occurred in santa clara, california on february 6.  similar analyses have also been performed outside of the us.  an unconfirmed report in the south china morning post indicated a covid-19 case in china's hubei province on november 17, 2019.  that's weeks earlier than when chinese officials in the city of wuhan, where the virus originated, alerted the world health organization to the outbreak.  additionally, a french study detected sars-cov-2 in a respiratory sample collected on december 27, 2019. that's a month earlier than official cases were reported in the country.  there has been an active interest in identifying the 'patient zero' of various regions to better understand how the virus spread and prevent a similar situation from occurring in the future."
health,"patients who test positive for the novel coronavirus after having recovered are not contagious, a new study finds.  researchers from the korea centers for disease control and prevention (kcdc) looked at 285 survivors who tested positive after previous tests said they were negative.  none of the 790 people that the patients came into contact with were found to be infected with covid-19, the disease caused by the virus.  the team says the findings are a sign that some areas might be safer to reopen than previously believed.  of the 790 people that about 285 're-infected' coronavirus patients came into contact with, none were found to be infected with the virus. pictured: people wearing face masks wait to take a test for the new coronavirus at a testing facility in incheon, south korea, may 13  researchers believe the patients were not re-infected but rather they they were shedding dead virus particles. pictured: staff at a covid-19 testing center pass a mouth swab self test kit to a driver at a drive-up testing center in los angeles, california, may 14  researchers also found that the virus samples collected from the patients who tested positive a second time couldn't be grown in lab cultures.  this suggests the patients were not re-infected but rather that they were shedding dead virus particles.  the results are welcome after health authorities in south korea raised alarms last month upon dozens of recovered patients testing positive for the virus again.  as of tuesday, more than 400 people have reconfirmed cases of the virus, according to the kcdc.  'we're putting more weight on the theory that dead virus fragments remain in a recovered patient's body, since we haven't seen evidence of infectivity,' dr ki moran, a professor at the national cancer center graduate school, told the wall street journal.  because of the study's results, south korean health officials will no longer consider people infectious after they recover from covid-19.  this means that after recovering or completing an isolation period, resident will not have to test negative for the virus before returning to school or work  'under the new protocols, no additional tests are required for cases that have been discharged from isolation,' the kcdc wrote in a report, according to bloomberg.  cases in which someone has tested positive again will not be referred to as 'pcr re-detected after discharge from isolation.'  the report also found that almost all of the 285 patients had antibodies, which provides more evidence that antibodies provide protection against the virus.  however, it remains unclear how many antibodies one needs to prevent being re-infected and how long they remain in the body.  the findings are not just important to south korea but across the world, including local and state governments in the us as they grapple with how to safely reopen.  one idea has been to issue 'immunity passports' or 'risk-free certificates' to people who were infected but later tested negative.  but the world health organization (who) advised against this and said the accuracy of such documents could not be guaranteed.  'some governments have suggested that the detection of antibodies to the sars-cov-2, the virus that causes covid-19, could serve as the basis for an 'immunity passport' or 'risk-free certificate' that would enable individuals to travel or to return to work assuming that they are protected against re-infection,' the who said in a statement.  'there is currently no evidence that people who have recovered from covid-19 and have antibodies are protected from a second infection.'"
sport,moya emotional after davis cup win carlos moya described spain s davis cup victory as the highlight of his career after he beat andy roddick to end the usa s challenge in seville.  moya made up for missing spain s 2000 victory through injury by beating roddick 6-2 7-6 (7-1) 7-6 (7-5) to give the hosts an unassailable 3-1 lead.  i have woken up so many nights dreaming of this day   said moya.  all my energy has been focused on today.  what i have lived today i do not think i will live again.  spain s only other davis cup title came two years ago in valencia  when they beat australia. and moya  nicknamed charly  admitted:  the davis cup is my dream and i was a bit nervous at the outset.  some people have said that i am obsessed but i think that it is better this way. it helps me reach my goals if i am obsessed.  it s really incredible - to get the winning point is really something.  spanish captain jordi arrese said:  charly played a great game. it was his opportunity and he hasn t let us down.  he had lost three times to roddick  and this was his day to beat him.  he had been waiting years to be in this position.  spain s victory was also remarkable for the performance of rafael nadal  who beat roddick in the opening singles.  aged 18 years and 185 days  the mallorcan became the youngest player to win the davis cup.  what a great way to finish the year   said nadal afterwards. us coach patrick mcenroe wants roddick and the rest of his team to play more tennis on clay and hone their skills on the surface.  i think it will help these guys even on slow hard courts to learn how to mix things up a little bit and to play a little bit smarter and tactically better.   obviously it s unrealistic to say that we re going to just start playing constantly on clay  with the schedule.  but certainly i think we can put the work in at the appropriate time and play a couple more events and play against these guys who are the best on this stuff   said mcenroe. roddick was left frustrated after losing both his singles on the slow clay of seville s olympic stadium.  it s just tough because i felt like i was in it the whole time against one of the top three clay-courters in the world   said the american.  i had my chances and just didn t convert them. the bottom line is they were just better than us this weekend.  they came out  took care of business and they beat us. it s as simple as that.
